cbo_2002,descricao,familia,descricao_familia,subgrupo,descricao_subgrupo,subgrupo_principal,descricao_subgrupo_principal,grande_grupo,descricao_grande_grupo,indicador_cbo_2002_ativa
822120,Forneiro De Reaquecimento E Tratamento Térmico Na Metalurgia,8221,Forneiros metalúrgicos (segunda fusão e reaquecimento),822,Operadores De Instalações E Equipamentos De Produção De Metais E Ligas- Segunda Fusão                                             ,82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
822115,Forneiro De Fundição (Forno De Redução),8221,Forneiros metalúrgicos (segunda fusão e reaquecimento),822,Operadores De Instalações E Equipamentos De Produção De Metais E Ligas- Segunda Fusão                                             ,82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823115,Preparador De Massa De Argila,8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823135,Operador De Atomizador,8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823105,Preparador De Massa (Fabricação De Abrasivos),8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823130,Preparador De Aditivos,8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823110,Preparador De Massa (Fabricação De Vidro),8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823120,Preparador De Barbotina,8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823125,Preparador De Esmaltes (Cerâmica),8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823235,Operador De Banho Metálico De Vidro Por Flutuação,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823230,"Moldador De Abrasivos Na Fabricação De Cerâmica, Vidro E Porcelana",8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823255,Temperador De Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823220,Forneiro No Recozimento De Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823215,Forneiro Na Fundição De Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823240,Operador De Máquina De Soprar Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823245,Operador De Máquina Extrusora De Varetas E Tubos De Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823265,Trabalhador Na Fabricação De Produtos Abrasivos,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823250,Operador De Prensa De Moldar Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823210,Extrusor De Fios Ou Fibras De Vidro,8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823305,Classificador E Empilhador De Tijolos Refratários,8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823320,Trabalhador Da Elaboração De Pré-Fabricados (Cimento Amianto),8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823325,Trabalhador Da Elaboração De Pré-Fabricados (Concreto Armado),8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823330,Trabalhador Da Fabricação De Pedras Artificiais,8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
823315,Forneiro (Materiais De Construção),8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,823,"Trabalhadores De Instalações E Equipamentos De Material De Construção, Cerâmica E Vidro                                           ",82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
828105,Oleiro (Fabricação De Telhas),8281,Trabalhadores da fabricação de cerâmica estrutural para construção,828,Trabalhadores Artesanais Da Siderurgia E De Materiais De Construção                                                               ,82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
828110,Oleiro (Fabricação De Tijolos),8281,Trabalhadores da fabricação de cerâmica estrutural para construção,828,Trabalhadores Artesanais Da Siderurgia E De Materiais De Construção                                                               ,82,Trabalhadores De Instalações Siderúrgicas E De Materiais De Construção                                                            ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
830105,"Mestre (Indústria De Celulose, Papel E Papelão)",8301,Supervisores da fabricação de celulose e papel,830,Supervisores Da Fabricação De Celulose E Papel                                                                                    ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
831105,Cilindreiro Na Preparação De Pasta Para Fabricação De Papel,8311,Preparadores de pasta para fabricação de papel,831,Trabalhadores Da Preparação De Pasta De Papel                                                                                     ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
831115,Operador De Digestor De Pasta Para Fabricação De Papel,8311,Preparadores de pasta para fabricação de papel,831,Trabalhadores Da Preparação De Pasta De Papel                                                                                     ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
831125,Operador De Máquina De Secar Celulose,8311,Preparadores de pasta para fabricação de papel,831,Trabalhadores Da Preparação De Pasta De Papel                                                                                     ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
831110,Operador De Branqueador De Pasta Para Fabricação De Papel,8311,Preparadores de pasta para fabricação de papel,831,Trabalhadores Da Preparação De Pasta De Papel                                                                                     ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
831120,Operador De Lavagem E Depuração De Pasta Para Fabricação De Papel,8311,Preparadores de pasta para fabricação de papel,831,Trabalhadores Da Preparação De Pasta De Papel                                                                                     ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832135,Operador De Rebobinadeira Na Fabricação De Papel E Papelão,8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832125,Operador De Máquina De Fabricar Papel E Papelão,8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832115,Operador De Máquina De Fabricar Papel  (Fase Úmida),8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832120,Operador De Máquina De Fabricar Papel (Fase Seca),8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832110,Operador De Cortadeira De Papel,8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
832105,Calandrista De Papel,8321,Operadores de máquinas de fabricar papel e papelão,832,Trabalhadores Da Fabricação De Papel                                                                                              ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833120,Operador De Máquina De Cortar E Dobrar Papelão,8331,Operadores de máquinas na fabricação de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833110,"Confeccionador De Bolsas, Sacos E Sacolas E Papel, A Máquina",8331,Operadores de máquinas na fabricação de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833125,Operador De Prensa De Embutir Papelão,8331,Operadores de máquinas na fabricação de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833105,"Cartonageiro, A Máquina",8331,Operadores de máquinas na fabricação de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833115,"Confeccionador De Sacos De Celofane, A Máquina",8331,Operadores de máquinas na fabricação de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
833205,"Cartonageiro, A Mão (Caixas De Papelão)",8332,Trabalhadores artesanais de produtos de papel e papelão,833,Confeccionadores De Produtos De Papel E Papelão                                                                                   ,83,Trabalhadores De Instalações E Máquinas De Fabricação De Celulose E Papel                                                         ,8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
840110,Supervisor Da Indústria De Bebidas,8401,"Supervisores da fabricação de alimentos, bebidas e fumo",840,"Supervisores Da Fabricação De Alimentos, Bebidas E Fumo                                                                           ",84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
840120,Chefe De Confeitaria,8401,"Supervisores da fabricação de alimentos, bebidas e fumo",840,"Supervisores Da Fabricação De Alimentos, Bebidas E Fumo                                                                           ",84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
840105,Supervisor De Produção Da Indústria Alimentícia,8401,"Supervisores da fabricação de alimentos, bebidas e fumo",840,"Supervisores Da Fabricação De Alimentos, Bebidas E Fumo                                                                           ",84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
840115,Supervisor Da Indústria De Fumo,8401,"Supervisores da fabricação de alimentos, bebidas e fumo",840,"Supervisores Da Fabricação De Alimentos, Bebidas E Fumo                                                                           ",84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841110,Moleiro De Especiarias,8411,"Trabalhadores da indústria de beneficiamento de grãos, cereais e afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841115,Operador De Processo De Moagem,8411,"Trabalhadores da indústria de beneficiamento de grãos, cereais e afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841105,Moleiro De Cereais (Exceto Arroz),8411,"Trabalhadores da indústria de beneficiamento de grãos, cereais e afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841210,Refinador De Sal,8412,Trabalhadores no beneficiamento do sal,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841205,Moedor De Sal,8412,Trabalhadores no beneficiamento do sal,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841305,Operador De Cristalização Na Refinação De Açucar,8413,Trabalhadores na fabricação e refino de açúcar,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841310,Operador De Equipamentos De Refinação De Açúcar (Processo Contínuo),8413,Trabalhadores na fabricação e refino de açúcar,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841315,Operador De Moenda Na Fabricação De Açúcar,8413,Trabalhadores na fabricação e refino de açúcar,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841320,Operador De Tratamento De Calda Na Refinação De Açúcar,8413,Trabalhadores na fabricação e refino de açúcar,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841408,Cozinhador (Conservação De Alimentos),8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841484,Trabalhador De Preparação De Pescados (Limpeza),8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841444,Hidrogenador De Óleos E Gorduras,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841428,Cozinhador De Pescado,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841420,Cozinhador De Frutas E Legumes,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841476,Trabalhador De Fabricação De Margarina,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841448,Lagareiro,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841472,Refinador De Óleo E Gordura,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841460,Operador De Preparação De Grãos Vegetais (Óleos E Gorduras),8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841440,Esterilizador De Alimentos,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841416,Cozinhador De Carnes,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841464,Prensador De Frutas (Exceto Oleaginosas),8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841456,Operador De Câmaras Frias,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841468,Preparador De Rações,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841432,Desidratador De Alimentos,8414,Trabalhadores na fabricação e conservação de alimentos,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841505,Trabalhador De Tratamento Do Leite E Fabricação De Laticínios E Afins,8415,Trabalhadores na pasteurização do leite e na fabricação de laticínios  e afins,841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841610,Torrador De Café,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841615,Moedor De Café,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841620,Operador De Extração De Café Solúvel,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841630,Misturador De Chá Ou Mate,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841605,Misturador De Café,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841625,Torrador De Cacau,8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841730,Cozinhador De Malte,8417,"Trabalhadores na fabricação de cachaça, cerveja, vinhos e outras bebidas",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
841740,Vinagreiro,8417,"Trabalhadores na fabricação de cachaça, cerveja, vinhos e outras bebidas",841,Operadores De Equipamentos Na Preparação De Alimentos E Bebidas                                                                   ,84,"Trabalhadores Da Fabricação De Alimentos, Bebidas E Fumo                                                                          ",8,Trabalhadores Da Produção De Bens E Serviços Industriais                                                                          ,1
